DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2014,8.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2015,9.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2016,9.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2017,7.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2018,7.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2019,6.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2020,9.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2021,8.8,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2022,7.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2023,8.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Austria,2024,8.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2010,18.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2011,14.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2012,14.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2013,18.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2014,20.0,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2015,18.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2016,16.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2017,15.9,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2018,13.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2019,11.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2020,14.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2021,16.1,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2022,15.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2023,14.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Belgium,2024,14.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2010,17.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2011,19.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2012,23.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2013,22.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2014,19.3,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2015,17.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2016,13.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2017,9.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2018,8.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2019,6.1,bu,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2020,11.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2021,11.6,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2022,8.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2023,8.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Bulgaria,2024,10.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2010,8.0,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2011,6.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2012,8.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2013,8.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2014,8.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2015,8.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2016,7.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2017,7.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2018,6.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2019,7.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2020,8.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2021,7.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2022,5.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2023,6.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Switzerland,2024,6.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2010,16.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2011,21.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2012,22.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2013,34.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2014,35.1,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2015,30.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2016,28.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2017,20.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2018,17.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2019,17.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2020,18.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2021,15.8,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2022,16.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2023,15.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Cyprus,2024,14.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2010,14.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2011,13.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2012,14.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2013,14.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2014,12.0,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2015,8.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2016,7.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2017,5.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2018,4.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2019,3.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2020,5.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2021,5.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2022,3.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2023,4.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Czechia,2024,5.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2010,7.2,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2011,5.9,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2012,5.3,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2013,5.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2014,5.1,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2015,4.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2016,4.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2017,4.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2018,3.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2019,3.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2020,4.6,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2021,4.7,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2022,3.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2023,3.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Germany,2024,4.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2010,11.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2011,11.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2012,11.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2013,10.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2014,10.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2015,9.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2016,9.0,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2017,8.3,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2018,7.2,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2019,7.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2020,8.9,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2021,9.1,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2022,8.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2023,9.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Denmark,2024,11.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2010,29.4,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2011,19.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2012,16.8,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2013,17.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2014,12.5,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2015,12.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2016,11.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2017,10.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2018,9.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2019,7.5,u,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2020,14.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2021,12.8,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2022,15.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2023,14.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Estonia,2024,15.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2010,29.7,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2011,41.5,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2012,55.6,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2013,58.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2014,51.4,b,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2015,48.3,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2016,46.1,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2017,39.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2018,36.0,,
ESTAT:YTH_EMPL_090(1.0),14/04/25 23:00:00,Annual,Total,From 20 to 24 years,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),Greece,2019,31.4,,
